id,vehicle_id,trip_id,vendor_id,quantity_liters,price_per_liter,total_cost,date
fuel_36,vehicle_46,trip_16,vendor_fuel_35,60.57,86.7,5251.39,2025-01-02T12:42:00
fuel_37,vehicle_46,trip_16,vendor_fuel_28,60.09,91.58,5502.49,2025-01-02T18:42:00
fuel_38,vehicle_46,trip_16,vendor_fuel_45,65.53,87.67,5744.67,2025-01-02T17:42:00
fuel_39,vehicle_65,trip_17,vendor_fuel_37,42.01,87.97,3696.1,2025-01-03T02:19:00
fuel_40,vehicle_65,trip_17,vendor_fuel_6,44.33,91.25,4045.37,2025-01-02T21:19:00
fuel_41,vehicle_65,trip_17,vendor_fuel_37,43.42,87.73,3809.36,2025-01-03T04:19:00
fuel_42,vehicle_33,trip_18,vendor_fuel_48,77.37,94.62,7320.72,2025-01-03T05:42:00
fuel_43,vehicle_33,trip_18,vendor_fuel_40,77.81,91.38,7109.92,2025-01-03T04:42:00
fuel_44,vehicle_33,trip_18,vendor_fuel_4,83.12,92.27,7668.91,2025-01-03T07:42:00
fuel_45,vehicle_9,trip_19,vendor_fuel_20,79.21,85.28,6755.1,2025-01-02T23:52:00
fuel_46,vehicle_9,trip_19,vendor_fuel_28,81.97,94.91,7779.72,2025-01-02T10:52:00
fuel_47,vehicle_63,trip_20,vendor_fuel_9,15.06,93.4,1406.33,2025-01-02T04:20:00
fuel_48,vehicle_63,trip_20,vendor_fuel_8,14.62,92.34,1350.44,2025-01-02T05:20:00
fuel_49,vehicle_36,trip_21,vendor_fuel_18,76.22,87.46,6666.12,2025-01-02T13:55:00
fuel_50,vehicle_36,trip_21,vendor_fuel_20,75.36,92.16,6945.05,2025-01-02T09:55:00
fuel_51,vehicle_36,trip_21,vendor_fuel_3,77.52,94.05,7290.85,2025-01-02T10:55:00
fuel_52,vehicle_50,trip_22,vendor_fuel_27,125.11,92.67,11593.36,2025-01-02T10:19:00
fuel_53,vehicle_50,trip_22,vendor_fuel_50,117.81,85.8,10108.19,2025-01-03T00:19:00
fuel_54,vehicle_50,trip_22,vendor_fuel_22,120.18,89.13,10712.03,2025-01-02T22:19:00
fuel_55,vehicle_4,trip_23,vendor_fuel_11,100.85,85.82,8655.13,2025-01-03T04:11:00
fuel_56,vehicle_4,trip_23,vendor_fuel_42,102.93,94.7,9747.3,2025-01-03T21:11:00
fuel_57,vehicle_4,trip_23,vendor_fuel_27,98.96,90.94,8999.65,2025-01-03T22:11:00
fuel_58,vehicle_24,trip_24,vendor_fuel_45,81.19,86.98,7061.79,2025-01-03T00:14:00
fuel_59,vehicle_24,trip_24,vendor_fuel_39,74.02,91.18,6749.28,2025-01-03T03:14:00
fuel_60,vehicle_64,trip_25,vendor_fuel_39,50.08,93.56,4685.38,2025-01-03T02:13:00
fuel_61,vehicle_64,trip_25,vendor_fuel_44,54.58,87.83,4793.31,2025-01-03T02:13:00
fuel_62,vehicle_64,trip_25,vendor_fuel_10,51.58,89.09,4594.6,2025-01-02T23:13:00
fuel_63,vehicle_50,trip_26,vendor_fuel_25,167.67,90.05,15098.33,2025-01-02T18:04:00
fuel_64,vehicle_50,trip_26,vendor_fuel_9,184.82,91.71,16950.65,2025-01-03T15:04:00
fuel_65,vehicle_19,trip_27,vendor_fuel_17,23.24,92.62,2152.63,2025-01-02T15:02:00
fuel_66,vehicle_19,trip_27,vendor_fuel_21,22.55,93.93,2118.36,2025-01-02T14:02:00
fuel_67,vehicle_19,trip_27,vendor_fuel_43,23.59,86.51,2040.75,2025-01-02T14:02:00
fuel_68,vehicle_15,trip_28,vendor_fuel_19,17.17,87.04,1494.12,2025-01-03T15:22:00
fuel_69,vehicle_15,trip_28,vendor_fuel_18,18.01,92.5,1666.13,2025-01-03T17:22:00
fuel_70,vehicle_43,trip_29,vendor_fuel_43,72.6,93.31,6774.38,2025-01-04T13:43:00
fuel_71,vehicle_43,trip_29,vendor_fuel_39,75.43,94.55,7132.02,2025-01-03T22:43:00
fuel_72,vehicle_49,trip_30,vendor_fuel_49,99.12,87.85,8707.27,2025-01-03T13:11:00
fuel_73,vehicle_49,trip_30,vendor_fuel_28,92.76,89.91,8340.16,2025-01-03T18:11:00
fuel_74,vehicle_49,trip_30,vendor_fuel_23,100.31,91.04,9132.09,2025-01-03T12:11:00
fuel_75,vehicle_24,trip_31,vendor_fuel_42,128.97,90.27,11642.43,2025-01-04T23:05:00
fuel_76,vehicle_24,trip_31,vendor_fuel_6,118.5,89.68,10627.38,2025-01-04T20:05:00
fuel_77,vehicle_66,trip_32,vendor_fuel_12,82.59,91.62,7566.77,2025-01-03T09:29:00
fuel_78,vehicle_66,trip_32,vendor_fuel_27,88.85,85.45,7592.89,2025-01-03T13:29:00
fuel_79,vehicle_52,trip_34,vendor_fuel_8,76.72,85.14,6531.91,2025-01-03T10:39:00
fuel_80,vehicle_52,trip_34,vendor_fuel_2,81.27,86.88,7061.06,2025-01-03T16:39:00
fuel_81,vehicle_15,trip_35,vendor_fuel_26,38.43,93.29,3585.59,2025-01-04T00:44:00
fuel_82,vehicle_15,trip_35,vendor_fuel_46,38.59,86.03,3319.44,2025-01-04T06:44:00
fuel_83,vehicle_41,trip_36,vendor_fuel_19,21.82,85.21,1859.06,2025-01-03T10:57:00
fuel_84,vehicle_41,trip_36,vendor_fuel_33,21.33,89.38,1906.46,2025-01-03T10:57:00
fuel_85,vehicle_41,trip_36,vendor_fuel_39,21.58,91.85,1982.38,2025-01-03T12:57:00
fuel_86,vehicle_12,trip_37,vendor_fuel_23,37.55,94.99,3566.55,2025-01-03T10:12:00
fuel_87,vehicle_12,trip_37,vendor_fuel_33,36.8,86.59,3186.33,2025-01-03T06:12:00
fuel_88,vehicle_44,trip_38,vendor_fuel_30,15.64,89.38,1397.87,2025-01-03T18:17:00
fuel_89,vehicle_44,trip_38,vendor_fuel_40,15.71,92.82,1458.33,2025-01-03T18:17:00
fuel_90,vehicle_65,trip_39,vendor_fuel_22,28.81,93.09,2681.79,2025-01-03T07:41:00
fuel_91,vehicle_65,trip_39,vendor_fuel_24,29.58,85.85,2539.15,2025-01-03T10:41:00
fuel_92,vehicle_67,trip_40,vendor_fuel_28,19.8,92.72,1836.24,2025-01-03T15:09:00
fuel_93,vehicle_67,trip_40,vendor_fuel_42,19.79,85.37,1689.19,2025-01-03T15:09:00
fuel_94,vehicle_67,trip_40,vendor_fuel_41,20.81,85.58,1780.45,2025-01-03T16:09:00
fuel_95,vehicle_57,trip_41,vendor_fuel_14,98.68,90.41,8921.85,2025-01-03T18:49:00
fuel_96,vehicle_57,trip_41,vendor_fuel_22,98.6,88.12,8688.68,2025-01-03T23:49:00
fuel_97,vehicle_34,trip_42,vendor_fuel_48,62.44,87.36,5454.79,2025-01-03T13:03:00
fuel_98,vehicle_34,trip_42,vendor_fuel_41,63.88,93.94,6000.9,2025-01-03T14:03:00
fuel_99,vehicle_34,trip_42,vendor_fuel_23,63.67,90.96,5791.39,2025-01-03T08:03:00
fuel_100,vehicle_59,trip_43,vendor_fuel_26,25.97,91.77,2383.63,2025-01-05T03:27:00
fuel_101,vehicle_59,trip_43,vendor_fuel_17,27.28,92.79,2531.13,2025-01-05T03:27:00
fuel_102,vehicle_59,trip_43,vendor_fuel_29,27.12,89.23,2419.63,2025-01-05T04:27:00
fuel_103,vehicle_59,trip_44,vendor_fuel_34,11.11,87.9,976.3,2025-01-05T00:10:00
fuel_104,vehicle_59,trip_44,vendor_fuel_24,10.82,88.05,953.05,2025-01-05T01:10:00
fuel_105,vehicle_6,trip_45,vendor_fuel_30,85.65,90.05,7712.38,2025-01-05T09:19:00
fuel_106,vehicle_6,trip_45,vendor_fuel_47,84.86,86.49,7339.28,2025-01-05T05:19:00
fuel_107,vehicle_12,trip_46,vendor_fuel_37,14.91,91.19,1359.73,2025-01-04T19:40:00
fuel_108,vehicle_12,trip_46,vendor_fuel_49,16.09,90.22,1451.43,2025-01-04T20:40:00
fuel_109,vehicle_52,trip_47,vendor_fuel_7,13.62,86.15,1173.71,2025-01-04T18:55:00
fuel_110,vehicle_52,trip_47,vendor_fuel_17,13.5,86.44,1166.97,2025-01-04T16:55:00
fuel_111,vehicle_52,trip_47,vendor_fuel_44,13.48,94.52,1274.23,2025-01-04T16:55:00
fuel_112,vehicle_16,trip_48,vendor_fuel_27,39.31,89.65,3524.37,2025-01-04T09:48:00
fuel_113,vehicle_16,trip_48,vendor_fuel_15,41.05,89.07,3656.96,2025-01-04T08:48:00
fuel_114,vehicle_16,trip_48,vendor_fuel_44,40.17,94.63,3801.55,2025-01-04T09:48:00
fuel_115,vehicle_19,trip_49,vendor_fuel_42,85.53,91.21,7801.23,2025-01-04T11:50:00
fuel_116,vehicle_19,trip_49,vendor_fuel_31,77.68,94.34,7327.86,2025-01-04T14:50:00
fuel_117,vehicle_19,trip_49,vendor_fuel_25,82.56,93.39,7710.95,2025-01-04T17:50:00
fuel_118,vehicle_51,trip_50,vendor_fuel_46,46.03,94.8,4363.06,2025-01-05T03:35:00
fuel_119,vehicle_51,trip_50,vendor_fuel_21,44.38,91.62,4066.31,2025-01-05T02:35:00
fuel_120,vehicle_51,trip_50,vendor_fuel_22,44.1,94.59,4171.19,2025-01-05T00:35:00
fuel_121,vehicle_63,trip_51,vendor_fuel_39,89.91,88.76,7980.74,2025-01-04T14:50:00
fuel_122,vehicle_63,trip_51,vendor_fuel_45,84.88,93.39,7927.52,2025-01-04T03:50:00
fuel_123,vehicle_63,trip_51,vendor_fuel_13,82.64,88.7,7330.16,2025-01-04T17:50:00
fuel_124,vehicle_29,trip_52,vendor_fuel_33,122.03,87.77,10711.13,2025-01-05T03:02:00
fuel_125,vehicle_29,trip_52,vendor_fuel_48,122.79,86.94,10674.86,2025-01-05T06:02:00
fuel_126,vehicle_29,trip_52,vendor_fuel_12,129.16,91.03,11757.18,2025-01-04T14:02:00
fuel_127,vehicle_59,trip_53,vendor_fuel_3,66.0,90.17,5951.81,2025-01-05T04:43:00
fuel_128,vehicle_59,trip_53,vendor_fuel_35,63.04,94.18,5937.57,2025-01-05T11:43:00
fuel_129,vehicle_59,trip_53,vendor_fuel_22,64.82,88.92,5763.74,2025-01-04T23:43:00
fuel_130,vehicle_13,trip_54,vendor_fuel_4,93.66,88.41,8280.42,2025-01-05T00:51:00
fuel_131,vehicle_13,trip_54,vendor_fuel_5,96.37,87.37,8419.34,2025-01-05T14:51:00
fuel_132,vehicle_13,trip_54,vendor_fuel_7,97.14,89.39,8682.82,2025-01-05T10:51:00
fuel_133,vehicle_39,trip_55,vendor_fuel_43,119.57,91.0,10879.99,2025-01-04T14:04:00
fuel_134,vehicle_39,trip_55,vendor_fuel_28,122.27,89.64,10960.73,2025-01-04T20:04:00
fuel_135,vehicle_39,trip_55,vendor_fuel_2,120.87,94.38,11407.61,2025-01-05T19:04:00
fuel_136,vehicle_57,trip_56,vendor_fuel_50,40.4,93.85,3791.16,2025-01-04T07:51:00
fuel_137,vehicle_57,trip_56,vendor_fuel_22,39.72,88.09,3498.87,2025-01-04T09:51:00
fuel_138,vehicle_57,trip_56,vendor_fuel_38,40.63,85.08,3457.03,2025-01-04T15:51:00
fuel_139,vehicle_9,trip_57,vendor_fuel_11,42.84,89.19,3820.72,2025-01-05T23:30:00
fuel_140,vehicle_9,trip_57,vendor_fuel_3,42.15,92.89,3915.79,2025-01-06T05:30:00
fuel_141,vehicle_9,trip_57,vendor_fuel_15,41.16,85.04,3500.09,2025-01-06T01:30:00
fuel_142,vehicle_19,trip_58,vendor_fuel_12,65.96,87.62,5779.16,2025-01-05T17:40:00
fuel_143,vehicle_19,trip_58,vendor_fuel_13,70.22,87.46,6141.67,2025-01-05T07:40:00
fuel_144,vehicle_48,trip_59,vendor_fuel_25,110.8,86.92,9630.7,2025-01-06T04:33:00
fuel_145,vehicle_48,trip_59,vendor_fuel_41,106.28,91.0,9670.66,2025-01-05T13:33:00
fuel_146,vehicle_36,trip_60,vendor_fuel_33,95.4,91.45,8724.39,2025-01-06T06:56:00
fuel_147,vehicle_36,trip_60,vendor_fuel_21,93.05,89.64,8341.08,2025-01-06T06:56:00
fuel_148,vehicle_36,trip_60,vendor_fuel_32,93.3,89.83,8381.26,2025-01-06T10:56:00
fuel_149,vehicle_55,trip_61,vendor_fuel_33,109.84,85.41,9381.84,2025-01-06T01:59:00
fuel_150,vehicle_55,trip_61,vendor_fuel_28,111.04,89.51,9939.51,2025-01-05T19:59:00
fuel_151,vehicle_55,trip_61,vendor_fuel_18,111.39,89.98,10022.66,2025-01-05T18:59:00
fuel_152,vehicle_66,trip_62,vendor_fuel_17,126.77,91.75,11630.92,2025-01-05T12:50:00
fuel_153,vehicle_66,trip_62,vendor_fuel_18,132.07,92.68,12240.89,2025-01-05T09:50:00
fuel_154,vehicle_2,trip_63,vendor_fuel_6,113.16,89.61,10140.3,2025-01-06T03:48:00
fuel_155,vehicle_2,trip_63,vendor_fuel_45,114.52,89.29,10225.26,2025-01-06T06:48:00
fuel_156,vehicle_2,trip_63,vendor_fuel_36,107.48,89.5,9619.22,2025-01-05T17:48:00
fuel_157,vehicle_69,trip_64,vendor_fuel_26,84.61,87.04,7364.94,2025-01-05T20:01:00
fuel_158,vehicle_69,trip_64,vendor_fuel_7,81.02,86.88,7038.88,2025-01-06T00:01:00
fuel_159,vehicle_69,trip_64,vendor_fuel_20,81.3,89.52,7277.43,2025-01-05T20:01:00
fuel_160,vehicle_9,trip_65,vendor_fuel_26,58.19,94.1,5475.72,2025-01-05T09:14:00
fuel_161,vehicle_9,trip_65,vendor_fuel_27,62.12,86.29,5360.13,2025-01-05T14:14:00
fuel_162,vehicle_40,trip_66,vendor_fuel_32,36.23,94.1,3409.71,2025-01-06T00:45:00
fuel_163,vehicle_40,trip_66,vendor_fuel_6,36.01,85.39,3074.54,2025-01-05T21:45:00
fuel_164,vehicle_13,trip_67,vendor_fuel_49,17.49,89.11,1558.29,2025-01-05T10:56:00
fuel_165,vehicle_13,trip_67,vendor_fuel_49,16.16,88.69,1433.51,2025-01-05T08:56:00
fuel_166,vehicle_60,trip_68,vendor_fuel_30,58.33,89.64,5229.19,2025-01-06T01:25:00
fuel_167,vehicle_60,trip_68,vendor_fuel_46,54.96,91.57,5032.95,2025-01-06T07:25:00
fuel_168,vehicle_60,trip_68,vendor_fuel_11,55.29,93.2,5153.61,2025-01-06T02:25:00
fuel_169,vehicle_2,trip_69,vendor_fuel_42,32.92,93.12,3065.14,2025-01-05T16:22:00
fuel_170,vehicle_2,trip_69,vendor_fuel_4,31.5,88.08,2774.43,2025-01-05T15:22:00
fuel_171,vehicle_29,trip_70,vendor_fuel_26,168.94,94.34,15938.11,2025-01-07T09:46:00
fuel_172,vehicle_29,trip_70,vendor_fuel_23,160.53,87.14,13988.23,2025-01-07T02:46:00
fuel_173,vehicle_36,trip_71,vendor_fuel_21,68.06,85.95,5849.98,2025-01-06T12:04:00
fuel_174,vehicle_36,trip_71,vendor_fuel_50,71.17,91.78,6531.56,2025-01-06T13:04:00
fuel_175,vehicle_58,trip_72,vendor_fuel_49,88.16,92.38,8144.54,2025-01-07T04:47:00
fuel_176,vehicle_58,trip_72,vendor_fuel_24,90.96,85.6,7786.01,2025-01-07T12:47:00
fuel_177,vehicle_6,trip_73,vendor_fuel_16,75.97,91.65,6962.51,2025-01-07T04:52:00
fuel_178,vehicle_6,trip_73,vendor_fuel_21,73.79,88.81,6553.55,2025-01-07T02:52:00
fuel_179,vehicle_27,trip_74,vendor_fuel_41,144.07,90.76,13076.76,2025-01-06T09:27:00
fuel_180,vehicle_27,trip_74,vendor_fuel_6,143.61,92.81,13329.31,2025-01-06T14:27:00
fuel_181,vehicle_11,trip_75,vendor_fuel_22,132.62,89.81,11910.31,2025-01-06T22:09:00
fuel_182,vehicle_11,trip_75,vendor_fuel_13,134.63,86.96,11707.21,2025-01-06T18:09:00
fuel_183,vehicle_11,trip_75,vendor_fuel_47,125.38,90.01,11285.0,2025-01-07T05:09:00
fuel_184,vehicle_16,trip_76,vendor_fuel_4,102.0,88.68,9045.41,2025-01-07T02:12:00
fuel_185,vehicle_16,trip_76,vendor_fuel_16,99.49,89.24,8878.17,2025-01-06T13:12:00
fuel_186,vehicle_16,trip_76,vendor_fuel_24,100.42,94.21,9460.65,2025-01-07T02:12:00
fuel_187,vehicle_21,trip_77,vendor_fuel_45,30.48,89.27,2721.01,2025-01-06T05:41:00
fuel_188,vehicle_21,trip_77,vendor_fuel_25,31.54,90.33,2848.79,2025-01-06T07:41:00
fuel_189,vehicle_21,trip_77,vendor_fuel_47,30.93,89.12,2756.3,2025-01-06T03:41:00
fuel_190,vehicle_63,trip_78,vendor_fuel_32,20.62,86.34,1780.24,2025-01-06T04:49:00
fuel_191,vehicle_63,trip_78,vendor_fuel_37,21.29,86.1,1833.23,2025-01-06T04:49:00
fuel_192,vehicle_63,trip_78,vendor_fuel_12,20.62,85.59,1764.57,2025-01-06T04:49:00
fuel_193,vehicle_62,trip_79,vendor_fuel_25,147.11,92.92,13669.17,2025-01-07T13:00:00
fuel_194,vehicle_62,trip_79,vendor_fuel_32,158.86,92.61,14712.88,2025-01-07T10:00:00
fuel_195,vehicle_43,trip_80,vendor_fuel_45,12.21,87.79,1072.18,2025-01-06T15:55:00
fuel_196,vehicle_43,trip_80,vendor_fuel_43,11.62,91.18,1059.81,2025-01-06T15:55:00
fuel_197,vehicle_11,trip_81,vendor_fuel_46,101.21,93.76,9489.67,2025-01-07T08:42:00
fuel_198,vehicle_11,trip_81,vendor_fuel_6,93.03,89.98,8370.76,2025-01-07T01:42:00
fuel_199,vehicle_21,trip_82,vendor_fuel_15,78.95,91.92,7257.27,2025-01-07T11:14:00
fuel_200,vehicle_21,trip_82,vendor_fuel_46,83.51,88.77,7413.28,2025-01-07T21:14:00
fuel_201,vehicle_21,trip_82,vendor_fuel_28,83.59,92.85,7761.65,2025-01-07T16:14:00
fuel_202,vehicle_15,trip_83,vendor_fuel_21,84.06,94.8,7968.57,2025-01-07T16:54:00
fuel_203,vehicle_15,trip_83,vendor_fuel_9,83.66,94.34,7891.96,2025-01-07T21:54:00
fuel_204,vehicle_59,trip_84,vendor_fuel_18,90.26,91.89,8293.52,2025-01-08T08:09:00
fuel_205,vehicle_59,trip_84,vendor_fuel_14,90.9,91.31,8300.59,2025-01-08T01:09:00
fuel_206,vehicle_59,trip_84,vendor_fuel_4,88.36,94.66,8364.2,2025-01-07T20:09:00
fuel_207,vehicle_21,trip_85,vendor_fuel_45,111.2,94.23,10478.49,2025-01-08T06:21:00
fuel_208,vehicle_21,trip_85,vendor_fuel_49,112.47,86.31,9706.9,2025-01-08T07:21:00
fuel_209,vehicle_21,trip_85,vendor_fuel_46,117.83,85.54,10079.6,2025-01-07T22:21:00
fuel_210,vehicle_14,trip_86,vendor_fuel_38,66.39,91.5,6074.55,2025-01-07T20:43:00
fuel_211,vehicle_14,trip_86,vendor_fuel_26,66.32,91.27,6053.1,2025-01-07T17:43:00
fuel_212,vehicle_12,trip_87,vendor_fuel_15,148.84,94.08,14004.02,2025-01-07T13:17:00
fuel_213,vehicle_12,trip_87,vendor_fuel_31,148.04,94.87,14045.44,2025-01-07T21:17:00
fuel_214,vehicle_12,trip_87,vendor_fuel_38,149.61,85.95,12858.53,2025-01-07T18:17:00
fuel_215,vehicle_3,trip_88,vendor_fuel_43,103.62,87.07,9022.95,2025-01-07T21:50:00
fuel_216,vehicle_3,trip_88,vendor_fuel_12,97.83,90.99,8902.01,2025-01-07T18:50:00
fuel_217,vehicle_65,trip_89,vendor_fuel_37,83.65,89.45,7482.6,2025-01-08T09:10:00
fuel_218,vehicle_65,trip_89,vendor_fuel_23,83.95,90.23,7574.34,2025-01-08T10:10:00
fuel_219,vehicle_65,trip_89,vendor_fuel_3,79.95,85.99,6875.1,2025-01-08T01:10:00
fuel_220,vehicle_33,trip_90,vendor_fuel_41,58.15,92.33,5368.74,2025-01-08T03:57:00
fuel_221,vehicle_33,trip_90,vendor_fuel_42,62.06,90.64,5625.04,2025-01-08T13:57:00
fuel_222,vehicle_69,trip_91,vendor_fuel_1,163.72,87.26,14285.72,2025-01-08T00:26:00
fuel_223,vehicle_69,trip_91,vendor_fuel_25,155.96,94.69,14767.03,2025-01-08T00:26:00
fuel_224,vehicle_13,trip_92,vendor_fuel_1,39.82,86.28,3435.39,2025-01-07T19:48:00
fuel_225,vehicle_13,trip_92,vendor_fuel_10,40.76,91.58,3732.82,2025-01-07T17:48:00
fuel_226,vehicle_13,trip_92,vendor_fuel_47,40.18,87.67,3522.8,2025-01-07T16:48:00
fuel_227,vehicle_55,trip_93,vendor_fuel_6,48.35,87.4,4225.95,2025-01-07T12:40:00
fuel_228,vehicle_55,trip_93,vendor_fuel_19,50.87,85.85,4366.91,2025-01-07T18:40:00
fuel_229,vehicle_55,trip_94,vendor_fuel_44,72.41,94.65,6853.7,2025-01-08T22:47:00
fuel_230,vehicle_55,trip_94,vendor_fuel_15,74.38,90.24,6711.76,2025-01-08T10:47:00
fuel_231,vehicle_15,trip_95,vendor_fuel_37,137.83,92.38,12733.05,2025-01-08T20:53:00
fuel_232,vehicle_15,trip_95,vendor_fuel_42,137.9,88.05,12141.44,2025-01-09T00:53:00
fuel_233,vehicle_15,trip_95,vendor_fuel_30,146.53,85.35,12506.71,2025-01-09T12:53:00
fuel_234,vehicle_52,trip_96,vendor_fuel_17,8.16,92.69,756.26,2025-01-08T04:27:00
fuel_235,vehicle_52,trip_96,vendor_fuel_24,8.56,88.74,759.35,2025-01-08T05:27:00
fuel_236,vehicle_52,trip_96,vendor_fuel_18,8.92,90.36,805.9,2025-01-08T04:27:00
fuel_237,vehicle_21,trip_97,vendor_fuel_25,100.58,94.24,9477.92,2025-01-09T02:17:00
fuel_238,vehicle_21,trip_97,vendor_fuel_2,96.63,86.08,8318.11,2025-01-09T02:17:00
fuel_239,vehicle_21,trip_97,vendor_fuel_50,97.09,90.0,8738.49,2025-01-09T19:17:00
fuel_240,vehicle_63,trip_98,vendor_fuel_31,71.02,89.29,6341.41,2025-01-08T11:39:00
fuel_241,vehicle_63,trip_98,vendor_fuel_12,71.26,90.02,6415.27,2025-01-08T14:39:00
fuel_242,vehicle_49,trip_99,vendor_fuel_18,125.46,88.04,11046.19,2025-01-08T21:44:00
fuel_243,vehicle_49,trip_99,vendor_fuel_27,120.97,88.51,10707.09,2025-01-08T17:44:00
fuel_244,vehicle_49,trip_99,vendor_fuel_3,121.46,85.48,10381.51,2025-01-08T10:44:00
fuel_245,vehicle_43,trip_101,vendor_fuel_41,89.48,86.06,7701.05,2025-01-09T03:49:00
fuel_246,vehicle_43,trip_101,vendor_fuel_42,89.05,94.68,8431.52,2025-01-09T06:49:00
fuel_247,vehicle_43,trip_101,vendor_fuel_7,90.47,89.46,8093.0,2025-01-09T02:49:00
fuel_248,vehicle_58,trip_102,vendor_fuel_3,79.41,86.29,6852.61,2025-01-08T21:30:00
fuel_249,vehicle_58,trip_102,vendor_fuel_13,74.46,94.72,7053.37,2025-01-08T15:30:00
fuel_250,vehicle_58,trip_102,vendor_fuel_33,77.84,90.32,7031.2,2025-01-08T05:30:00
fuel_251,vehicle_21,trip_103,vendor_fuel_46,49.79,87.2,4342.05,2025-01-08T23:44:00
fuel_252,vehicle_21,trip_103,vendor_fuel_3,51.06,86.71,4427.08,2025-01-09T03:44:00
fuel_253,vehicle_21,trip_103,vendor_fuel_10,49.46,85.39,4223.53,2025-01-08T23:44:00
fuel_254,vehicle_48,trip_104,vendor_fuel_23,20.25,85.1,1723.52,2025-01-09T00:56:00
fuel_255,vehicle_48,trip_104,vendor_fuel_17,20.46,87.8,1796.41,2025-01-08T23:56:00
fuel_256,vehicle_51,trip_105,vendor_fuel_13,115.42,93.62,10806.28,2025-01-08T23:46:00
fuel_257,vehicle_51,trip_105,vendor_fuel_19,124.46,86.8,10803.65,2025-01-08T08:46:00
